timestamp,close
2025-05-23 17:15:00,109470.76
2025-05-23 17:16:00,109466.88
2025-05-23 17:17:00,109488.73
2025-05-23 17:18:00,109404.41
2025-05-23 17:19:00,109458.31
2025-05-23 17:20:00,109456.23
2025-05-23 17:21:00,109594.02
2025-05-23 17:22:00,109738.0
2025-05-23 17:23:00,109765.79
2025-05-23 17:24:00,109809.53
2025-05-23 17:25:00,109665.21
2025-05-23 17:26:00,109697.41
2025-05-23 17:27:00,109721.09
2025-05-23 17:28:00,109739.15
2025-05-23 17:29:00,109772.73
2025-05-23 17:30:00,109735.38
2025-05-23 17:31:00,109698.05
2025-05-23 17:32:00,109686.17
2025-05-23 17:33:00,109624.82
2025-05-23 17:34:00,109608.63
2025-05-23 17:35:00,109600.01
2025-05-23 17:36:00,109545.46
2025-05-23 17:37:00,109579.07
2025-05-23 17:38:00,109574.22
2025-05-23 17:39:00,109513.23
2025-05-23 17:40:00,109446.67
2025-05-23 17:41:00,109446.56
2025-05-23 17:42:00,109400.0
2025-05-23 17:43:00,109320.86
2025-05-23 17:44:00,109347.83
2025-05-23 17:45:00,109467.68
2025-05-23 17:46:00,109514.7
2025-05-23 17:47:00,109529.25
2025-05-23 17:48:00,109487.84
2025-05-23 17:49:00,109465.79
2025-05-23 17:50:00,109465.41
2025-05-23 17:51:00,109559.39
2025-05-23 17:52:00,109590.78
2025-05-23 17:53:00,109523.81
2025-05-23 17:54:00,109539.99
2025-05-23 17:55:00,109565.29
2025-05-23 17:56:00,109436.01
2025-05-23 17:57:00,109402.5
2025-05-23 17:58:00,109456.67
2025-05-23 17:59:00,109413.03
2025-05-23 18:00:00,109434.8
2025-05-23 18:01:00,109446.0
2025-05-23 18:02:00,109396.65
2025-05-23 18:03:00,109311.83
2025-05-23 18:04:00,109295.73
2025-05-23 18:05:00,109440.32
2025-05-23 18:06:00,109458.33
2025-05-23 18:07:00,109380.14
2025-05-23 18:08:00,109430.46
2025-05-23 18:09:00,109288.68
2025-05-23 18:10:00,109238.2
2025-05-23 18:11:00,109227.27
2025-05-23 18:12:00,109212.68
2025-05-23 18:13:00,109239.25
2025-05-23 18:14:00,109227.28
2025-05-23 18:15:00,109249.66
2025-05-23 18:16:00,109257.81
2025-05-23 18:17:00,109132.31
2025-05-23 18:18:00,109091.88
2025-05-23 18:19:00,108986.06
2025-05-23 18:20:00,108909.1
2025-05-23 18:21:00,108930.95
2025-05-23 18:22:00,108852.51
2025-05-23 18:23:00,109025.91
2025-05-23 18:24:00,109045.46
2025-05-23 18:25:00,109043.26
2025-05-23 18:26:00,109104.3
2025-05-23 18:27:00,109136.36
2025-05-23 18:28:00,109034.07
2025-05-23 18:29:00,109072.43
2025-05-23 18:30:00,109059.99
2025-05-23 18:31:00,109061.47
2025-05-23 18:32:00,108967.06
2025-05-23 18:33:00,108983.75
2025-05-23 18:34:00,108971.54
2025-05-23 18:35:00,109055.86
2025-05-23 18:36:00,109066.24
2025-05-23 18:37:00,109090.91
2025-05-23 18:38:00,109077.98
2025-05-23 18:39:00,109032.26
2025-05-23 18:40:00,108961.57
2025-05-23 18:41:00,108999.65
2025-05-23 18:42:00,109068.91
2025-05-23 18:43:00,108980.6
2025-05-23 18:44:00,108967.16
2025-05-23 18:45:00,108891.34
2025-05-23 18:46:00,108854.15
2025-05-23 18:47:00,108750.01
2025-05-23 18:48:00,108880.0
2025-05-23 18:49:00,108871.2
2025-05-23 18:50:00,108804.83
2025-05-23 18:51:00,108818.19
2025-05-23 18:52:00,108670.59
2025-05-23 18:53:00,108843.2
2025-05-23 18:54:00,108866.25
2025-05-23 18:55:00,108836.79
2025-05-23 18:56:00,108681.28
2025-05-23 18:57:00,108805.81
2025-05-23 18:58:00,108754.94
2025-05-23 18:59:00,108794.09
2025-05-23 19:00:00,108757.52
2025-05-23 19:01:00,108801.01
2025-05-23 19:02:00,108726.67
2025-05-23 19:03:00,108751.92
2025-05-23 19:04:00,108729.51
2025-05-23 19:05:00,108739.18
2025-05-23 19:06:00,108953.32
2025-05-23 19:07:00,108975.56
2025-05-23 19:08:00,108987.84
2025-05-23 19:09:00,109006.56
2025-05-23 19:10:00,109085.99
2025-05-23 19:11:00,109058.11
2025-05-23 19:12:00,109090.91
2025-05-23 19:13:00,109122.83
2025-05-23 19:14:00,109113.3
2025-05-23 19:15:00,109075.92
2025-05-23 19:16:00,109059.84
2025-05-23 19:17:00,109048.96
2025-05-23 19:18:00,108963.51
2025-05-23 19:19:00,108964.13
2025-05-23 19:20:00,108932.43
2025-05-23 19:21:00,108971.89
2025-05-23 19:22:00,108970.67
2025-05-23 19:23:00,108981.74
2025-05-23 19:24:00,109032.0
2025-05-23 19:25:00,109025.99
2025-05-23 19:26:00,108963.16
2025-05-23 19:27:00,108938.83
2025-05-23 19:28:00,108877.46
2025-05-23 19:29:00,108918.3
2025-05-23 19:30:00,108914.53
2025-05-23 19:31:00,109000.0
2025-05-23 19:32:00,108945.62
2025-05-23 19:33:00,109009.97
2025-05-23 19:34:00,109056.9
2025-05-23 19:35:00,108982.32
2025-05-23 19:36:00,108953.3
2025-05-23 19:37:00,108964.87
2025-05-23 19:38:00,108956.94
2025-05-23 19:39:00,108954.54
2025-05-23 19:40:00,108884.9
2025-05-23 19:41:00,108930.86
2025-05-23 19:42:00,108999.5
2025-05-23 19:43:00,108945.89
2025-05-23 19:44:00,108968.19
2025-05-23 19:45:00,108863.63
2025-05-23 19:46:00,108907.32
2025-05-23 19:47:00,108879.34
2025-05-23 19:48:00,108905.93
2025-05-23 19:49:00,108901.73
2025-05-23 19:50:00,108815.4
2025-05-23 19:51:00,108732.39
2025-05-23 19:52:00,108681.81
2025-05-23 19:53:00,108668.01
2025-05-23 19:54:00,108770.54
2025-05-23 19:55:00,108809.53
2025-05-23 19:56:00,108848.76
2025-05-23 19:57:00,108856.59
2025-05-23 19:58:00,108876.62
2025-05-23 19:59:00,108716.07
2025-05-23 20:00:00,108696.79
2025-05-23 20:01:00,108590.36
2025-05-23 20:02:00,108627.4
2025-05-23 20:03:00,108582.55
2025-05-23 20:04:00,108545.45
2025-05-23 20:05:00,108549.99
2025-05-23 20:06:00,108523.78
2025-05-23 20:07:00,108483.69
2025-05-23 20:08:00,108490.09
2025-05-23 20:09:00,108518.14
2025-05-23 20:10:00,108525.18
2025-05-23 20:11:00,108530.15
2025-05-23 20:12:00,108500.0
2025-05-23 20:13:00,108534.46
2025-05-23 20:14:00,108521.73
2025-05-23 20:15:00,108653.79
2025-05-23 20:16:00,108684.24
2025-05-23 20:17:00,108710.41
2025-05-23 20:18:00,108511.22
2025-05-23 20:19:00,108599.9
2025-05-23 20:20:00,108572.58
2025-05-23 20:21:00,108581.88
2025-05-23 20:22:00,108672.13
2025-05-23 20:23:00,108646.09
2025-05-23 20:24:00,108665.45
2025-05-23 20:25:00,108624.94
2025-05-23 20:26:00,108644.6
2025-05-23 20:27:00,108628.74
2025-05-23 20:28:00,108636.37
2025-05-23 20:29:00,108664.06
2025-05-23 20:30:00,108621.63
2025-05-23 20:31:00,108647.22
2025-05-23 20:32:00,108572.84
2025-05-23 20:33:00,108526.98
2025-05-23 20:34:00,108435.28
2025-05-23 20:35:00,108375.83
2025-05-23 20:36:00,108290.48
2025-05-23 20:37:00,108333.47
2025-05-23 20:38:00,108368.58
2025-05-23 20:39:00,108426.63
2025-05-23 20:40:00,108469.49
2025-05-23 20:41:00,108461.68
2025-05-23 20:42:00,108450.0
2025-05-23 20:43:00,108429.45
2025-05-23 20:44:00,108421.72
2025-05-23 20:45:00,108454.55
2025-05-23 20:46:00,108481.55
2025-05-23 20:47:00,108456.15
2025-05-23 20:48:00,108474.14
2025-05-23 20:49:00,108499.99
2025-05-23 20:50:00,108514.87
2025-05-23 20:51:00,108454.54
2025-05-23 20:52:00,108373.22
2025-05-23 20:53:00,108294.24
2025-05-23 20:54:00,108293.0
2025-05-23 20:55:00,108338.95
2025-05-23 20:56:00,108283.22
2025-05-23 20:57:00,108234.22
2025-05-23 20:58:00,108199.99
2025-05-23 20:59:00,108236.53
2025-05-23 21:00:00,108200.01
2025-05-23 21:01:00,108287.26
2025-05-23 21:02:00,108310.94
2025-05-23 21:03:00,108269.76
2025-05-23 21:04:00,108242.02
2025-05-23 21:05:00,108242.02
